song_name,singer,singer_id,duration,language,released_date,danceability,acousticness,energy,liveness,loudness,speechiness,tempo,mode,key,valence,time_signature,popularity,Stream,predicted_mood
Thillana,A.P. Komala,/artist/ap-komala,02:15,Telugu,2023-04-07,0.94,0.056,0.296,0.344,-6.729,0.0276,173.992,1,11,0.0468,4,100,11166269,Sad
Kala Chedhirindhi,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:04,Telugu,2023-04-06,0.6,0.741,0.016,0.236,-8.606,0.06,140.026,0,2,0.0927,4,77,2778158,Sad
Deva Deva Narayna,Ghanatasala,/artist/ghanatasala,03:29,Telugu,2023-04-05,0.57,0.944,0.377,0.227,-11.827,0.072,150.014,0,2,0.01,4,76,10739783,Sad
Thalli Dhandaale,S. P. Balasubrahmanyam|K. S. Chithra,/artist/s-p-balasubrahamanyam|/artist/chitra,05:11,Telugu,2023-04-04,0.89,0.85,0.571,0.238,-3.88,0.0082,144.033,0,4,0.0472,4,43,9043466,Sad
Thaka Thaka Thaka,S. Janaki,/artist/s-janaki,04:24,Telugu,2023-04-02,0.35,0.39,0.823,0.198,-9.616,0.05,150.156,1,1,0.0174,4,83,9078077,Happy
Oh Pydi Ledammaa,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,08:33,Telugu,2023-04-01,0.2,0.504,0.586,0.803,-11.252,0.08,145.122,0,5,0.0833,4,52,2889866,Sad
Ulakaka Palakaka,Ghanatasala|S. Janaki,/artist/ghanatasala|/artist/s-janaki,03:05,Telugu,2023-03-11,0.59,0.84,0.978,0.924,-12.547,0.0823,137.948,1,11,0.027,4,66,5149809,Happy
Namo Namo Nataraja,Jamuna Rani|P Leela|P. Susheela|S. Janaki|P.B. Sreenivas|M.L. Vasanthakumari|Madhavapeddi Satyam|P. Suri Babu|Kalyanam Raghuramaiah,/artist/jamuna-rani|/artist/p-leela|/artist/p-suseela-2|/artist/s-janaki|/artist/pb-sreenivas|/artist/ml-vasanthakumari|/artist/madhavapeddi-satyam|/artist/p-suri-babu-20|/artist/kalyanam-raghuramaiah-47,05:18,Telugu,2023-03-09,0.78,0.701,0.028,0.13,-11.873,0.09,149.999,0,10,0.04,4,66,5080298,Sad
Kalasi Paadudaam,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,03:13,Telugu,2023-03-04,0.51,0.997,0.32,0.372,-6.335,0.044,149.822,1,5,0.069,4,44,5701096,Sad
Aa Alu Vasteganni,Madhavapeddi Satyam|B. Vasantha,/artist/madhavapeddi-satyam|/artist/b-vasantha-1,04:22,Telugu,2023-03-04,0.6,0.154,0.593,0.852,-10.667,0.01,174.007,1,7,0.046,4,97,3217320,Happy
Oho Ho Maamayya,Ghanatasala|P. Susheela,/artist/ghanatasala|/artist/p-suseela-2,04:07,Telugu,2023-03-02,0.42,0.678,0.758,0.695,-6.616,0.0586,149.938,0,5,0.0489,4,71,1313088,Happy
O Malaya Pavanama - Duet,Rao Balasaraswathi Devi|M.S. Rama Rao,/artist/rao-balasaraswathi-devi-34|/artist/ms-rama-rao-40,03:26,Telugu,2023-02-09,0.76,0.796,0.731,0.527,-7.374,0.0978,173.952,1,9,0.049,4,69,3671373,Happy
Challani Vennela,Jikki|P. Susheela,/artist/jikki|/artist/p-suseela-2,02:56,Telugu,2023-02-08,0.59,0.447,0.313,0.143,-5.052,0.091,145.06,1,11,0.097,4,94,2339830,Sad
Tharaka Mantramu,M. Balamuralikrishna,/artist/m-balamuralikrishna-1,03:25,Telugu,2023-02-08,0.15,0.93,0.832,0.837,-8.631,0.017,149.858,1,2,0.078,4,75,4699556,Sad
Ontarontarigaa,E. Gayathri,/artist/e-gayathri-1,03:16,Telugu,2023-02-05,0.8,0.54,0.498,0.685,-12.07,0.068,171.931,1,1,0.03,4,57,152144,Sad
Vinnaava Oh Vinnaava,Bhanumathi Ramakrishna,/artist/bhanumathi-ramakrishna,04:18,Telugu,2023-02-04,0.64,0.2,0.642,0.121,-11.18,0.0488,174.991,0,1,0.05,4,62,3534298,Happy
Thelusuko Ee Jeevitha,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,03:49,Telugu,2023-02-04,0.88,0.994,0.978,0.112,-4.564,0.01,174.033,0,0,0.1,4,48,11166789,Happy
Anjani Sutha,Kalluri Muralikrishna,/artist/kalluri-muralikrishna,05:19,Telugu,2023-02-03,0.9,0.37,0.549,0.672,-7.657,0.0978,173.976,1,0,0.085,4,73,11128754,Sad
Yavvaname Oka Kanukale,Jamuna Rani,/artist/jamuna-rani,05:34,Telugu,2023-02-03,0.62,0.85,0.682,0.473,-2.603,0.097,174.046,1,0,0.027,4,52,7848292,Happy
Yedhalo Tholivalape,S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,04:26,Telugu,2023-02-02,0.28,0.403,0.322,0.912,-9.067,0.072,145.018,1,7,0.0284,4,87,634852,Sad
Ayyane Sadivi Bagu,S. P. Balasubrahmanyam|Srinivas|S. Janaki|S.P.Sailaja,/artist/s-p-balasubrahamanyam|/artist/srinivas|/artist/s-janaki|/artist/spsailaja,04:09,Telugu,2023-02-02,1.0,0.78,0.658,0.607,-7.521,0.004,150.11,0,1,0.04,4,26,10963931,Sad
Sri Rama Rama Rama,Malladi Ramakrishna Sastry,/artist/malladi-ramakrishna-sastry,03:15,Telugu,2023-01-12,0.08,0.048,0.221,0.377,-6.039,0.079,150.01,0,3,0.0318,4,77,3892158,Sad
Kalyana Vaibhoga Meenaade,Jikki|P Leela,/artist/jikki|/artist/p-leela,05:59,Telugu,2023-01-12,0.79,0.025,0.962,0.628,-13.499,0.006,149.96,0,5,0.073,4,64,10283225,Happy
Taluka Chekkula,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,01:03,Telugu,2023-01-10,0.03,0.491,0.34,0.277,-10.68,0.01,150.005,0,5,0.01,4,60,4893778,Sad
Bhakta Gresarulara,M.L.Narasimha Murthy,/artist/mlnarasimha-murthy,02:51,Telugu,2023-01-09,0.45,0.677,0.697,0.368,-2.324,0.0647,173.995,0,5,0.02,4,91,637868,Happy
Bhaamane Sathya Bhaamane,S. Janaki,/artist/s-janaki,06:38,Telugu,2023-01-09,0.48,0.154,0.039,0.655,-9.252,0.0983,174.03,1,1,0.016,4,39,2676345,Sad
Needeevena Maa Avedhana,Vani Jairam,/artist/vani-jayaram,03:14,Telugu,2023-01-04,0.2,0.405,0.387,0.284,-8.576,0.062,173.324,0,8,0.091,4,46,582970,Sad
Kanivini Yerugani,S. P. Balasubrahmanyam|K. S. Chithra,/artist/s-p-balasubrahamanyam|/artist/chitra,04:06,Telugu,2023-01-04,0.61,0.994,0.182,0.976,-6.939,0.0049,145.072,1,1,0.067,4,48,1306600,Sad
Gaalilo Paira Gaalilo,P. Susheela|V. Ramakrishna,/artist/p-suseela-2|/artist/v-ramakrishna-2,04:19,Telugu,2023-01-02,0.55,0.056,0.649,0.815,-6.551,0.057,171.918,0,4,0.0763,4,30,4417130,Happy
Nee Dannai,S. Janaki,/artist/s-janaki,01:17,Telugu,2023-01-01,0.64,0.936,0.17,0.518,-4.346,0.03,139.97,0,4,0.0292,4,87,8726214,Sad
Pakkaku Vastava,Mano|S. Janaki,/artist/mano|/artist/s-janaki,04:32,Telugu,2023-01-01,0.28,0.39,0.62,0.625,-2.66,0.04,173.971,0,1,0.0218,4,48,8033690,Sad
Maru Malliyakanna,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,03:16,Telugu,2022-12-12,0.58,0.29,0.641,0.059,-7.317,0.03,154.935,0,1,0.03,4,53,2762372,Sad
Kashmiri Loyalo,S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,04:32,Telugu,2022-12-11,0.03,0.69,0.966,0.94,-5.973,0.041,149.917,0,10,0.01,4,76,6143157,Happy
Chakkanamma Pakkanunte,S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,04:13,Telugu,2022-12-11,0.13,0.69,0.62,0.1,-10.468,0.08,150.017,1,2,0.0948,4,34,4720710,Sad
Namami Narayana/Kasturi Thilakam,Ghanatasala,/artist/ghanatasala,01:49,Telugu,2022-12-10,0.63,0.093,0.518,0.434,-13.623,0.0,173.989,1,5,0.0958,4,81,8075250,Happy
Stree Balavrudhula,Ghanatasala|P Leela|P. Susheela,/artist/ghanatasala|/artist/p-leela|/artist/p-suseela-2,02:02,Telugu,2022-12-08,0.48,0.49,0.388,0.231,-9.7,0.067,149.975,0,5,0.01,4,31,9710015,Sad
Ala Unte Ela,P. Susheela,/artist/p-suseela-2,03:24,Telugu,2022-12-07,0.16,0.688,0.363,0.489,-4.639,0.0724,149.992,0,11,0.0724,4,96,10492899,Sad
Kothi Bava,S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,04:35,Telugu,2022-12-06,0.89,0.8,0.035,0.319,-5.407,0.0479,172.992,0,3,0.053,4,60,8042381,Sad
Himagiri Mandira,P. Susheela,/artist/p-suseela-2,04:05,Telugu,2022-12-05,0.38,0.49,0.594,0.194,-5.425,0.07,174.016,0,9,0.001,4,26,8783828,Sad
O Nelaraja,Ghanatasala|P. Susheela,/artist/ghanatasala|/artist/p-suseela-2,03:46,Telugu,2022-12-03,0.9,0.753,0.305,0.356,-3.551,0.08,149.965,1,1,0.09,4,46,8678206,Sad
Chukkalatho Cheppalani,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,03:44,Telugu,2022-11-12,0.03,0.53,0.757,0.049,-11.386,0.0182,160.059,0,4,0.0802,4,41,7833483,Sad
Neetho Yedo Panivundhi,P. Susheela,/artist/p-suseela-2,03:19,Telugu,2022-11-11,0.68,0.77,0.454,0.038,-7.844,0.0,174.008,0,5,0.07,4,59,2151788,Sad
Kay Raja Kay,S. Janaki,/artist/s-janaki,04:33,Telugu,2022-11-10,0.48,0.035,0.468,0.153,-8.035,0.059,173.938,0,8,0.0454,4,52,4355775,Sad
Pagadaala Deevilo,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,04:33,Telugu,2022-11-10,0.48,0.5,0.22,0.946,-12.443,0.08,150.032,1,1,0.02,4,34,9381169,Sad
Nava Ragame Saagenule,M. Balamuralikrishna|P.B. Sreenivas,/artist/m-balamuralikrishna-1|/artist/pb-sreenivas,02:51,Telugu,2022-11-08,0.28,0.316,0.183,0.172,-8.307,0.031,175.071,0,6,0.078,4,48,2977634,Sad
Ilaage Untundhaa,P. Susheela,/artist/p-suseela-2,03:55,Telugu,2022-11-07,0.47,0.44,0.941,0.061,-9.839,0.02,160.072,1,2,0.0,4,49,9274517,Sad
Preminchi Choodu Pilla,Ghanatasala,/artist/ghanatasala,04:07,Telugu,2022-11-07,0.68,0.052,0.36,0.221,-3.494,0.1,172.01,0,7,0.03,4,62,1510657,Happy
Thelugadelayanna,Ghanatasala,/artist/ghanatasala,00:36,Telugu,2022-11-07,0.6,0.951,0.593,0.503,-5.758,0.041,172.064,0,8,0.0349,4,54,3184241,Sad
College Age Lo,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,04:05,Telugu,2022-11-07,0.19,0.14,0.511,0.258,-3.586,0.0147,149.977,1,9,0.006,4,27,4597273,Sad
Jabbili Po Po,Madhavapeddi Ramesh|S. P. Sailaja,/artist/madhavapeddi-ramesh|/artist/s-p-sailaja-2,04:15,Telugu,2022-11-06,0.67,0.9,0.679,0.37,-5.287,0.05,149.672,0,10,0.05,4,70,3471944,Sad
Janahthar Manthar,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,04:17,Telugu,2022-11-06,0.59,0.32,0.374,0.778,-13.741,0.0908,174.022,0,4,0.023,4,77,1670697,Sad
Evadu Ninu Minchina Vadu,Jikki|P Leela,/artist/jikki|/artist/p-leela,03:25,Telugu,2022-11-05,0.62,0.77,0.587,0.508,-2.067,0.06,139.917,1,4,0.0715,4,85,6455403,Sad
Enduko Naaswami,G. Anand,/artist/g-anand-1,02:44,Telugu,2022-11-05,0.82,0.42,0.976,0.016,-2.762,0.0,145.017,0,5,0.05,4,40,145812,Happy
Mounamelanayya,Various,/artist/various,03:47,Telugu,2022-11-04,0.41,0.8,0.8,0.937,-11.548,0.0395,173.959,0,10,0.0328,4,40,9526805,Sad
Edi Andam,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,03:32,Telugu,2022-11-04,0.61,0.231,0.02,0.072,-3.439,0.074,150.023,1,1,0.05,4,88,9432035,Sad
Nee Madhilone,S. P. Balasubrahmanyam|Sujatha Mohan,/artist/s-p-balasubrahamanyam|/artist/sujatha,03:15,Telugu,2022-11-04,0.84,0.03,0.158,0.669,-2.684,0.06,174.03,0,10,0.083,4,72,2837518,Happy
Govinda Govinda,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,04:19,Telugu,2022-11-04,0.05,0.949,0.962,0.679,-13.057,0.05,150.122,1,1,0.0798,4,32,327397,Sad
Intlo Eegala,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,04:12,Telugu,2022-11-04,0.44,0.09,0.814,0.061,-9.357,0.036,174.004,0,5,0.026,4,62,3889332,Happy
Mallliyallo Malliyallo,Ghanatasala|P Leela,/artist/ghanatasala|/artist/p-leela,03:48,Telugu,2022-11-03,0.52,0.416,0.872,0.924,-5.201,0.0106,149.924,1,1,0.026,4,78,10956225,Happy
Nijamainaa Kalayainaa,Ghanatasala,/artist/ghanatasala,04:15,Telugu,2022-11-03,0.31,0.47,0.293,0.376,-10.046,0.0821,149.498,0,10,0.0964,4,39,7721589,Sad
Vandanaalu Vandanaalu,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,04:05,Telugu,2022-11-03,0.01,0.624,0.027,0.043,-7.974,0.06,173.974,1,8,0.0,4,93,3638170,Sad
Yedho Pilichinadhi,Ghanatasala|P. Susheela,/artist/ghanatasala|/artist/p-suseela-2,03:13,Telugu,2022-11-03,0.28,0.003,0.893,0.708,-13.916,0.041,171.989,1,5,0.04,4,32,5736339,Energetic
Raave Raave Cheli,Ghanatasala,/artist/ghanatasala,03:36,Telugu,2022-11-02,0.22,0.01,0.562,0.083,-9.899,0.045,174.012,1,6,0.0149,4,87,8319564,Sad
Muvvalemo Nedemo,S. Janaki,/artist/s-janaki,03:13,Telugu,2022-11-02,0.57,0.52,0.831,0.092,-10.944,0.08,174.163,1,9,0.0617,4,39,9052320,Sad
Yevaru Yevaru,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,06:00,Telugu,2022-11-02,0.44,0.33,0.26,0.647,-2.583,0.0462,140.056,1,5,0.01,4,34,7428883,Sad
Films Story With Songs And Dialogues - Vetagadu Part - 1,N. T. Rama Rao|Sridevi|Jayamalini,/artist/n-t-rama-rao-1|/artist/sridevi|/artist/jayamalini,21:19,Telugu,2022-11-02,0.41,0.392,0.125,0.979,-5.117,0.088,150.111,1,1,0.061,4,71,11112256,Sad
Neevu Choose Choopulo,P.B. Sreenivas|L.R. Eswari,/artist/pb-sreenivas|/artist/lr-eswari-2,03:03,Telugu,2022-11-01,0.57,0.16,0.246,0.632,-3.258,0.0404,174.038,1,2,0.0185,4,35,7835759,Sad
Hrudayamane Kovelalo,Madhavapeddi Ramesh,/artist/madhavapeddi-ramesh,04:27,Telugu,2022-11-01,0.89,0.315,0.703,0.639,-4.788,0.082,149.952,1,1,0.0843,4,47,638493,Happy
Jum Tana Na Na Na Na,S. P. Balasubrahmanyam|S.P.Charan,/artist/s-p-balasubrahamanyam|/artist/spcharan,03:50,Telugu,2022-11-01,0.27,0.943,0.549,0.932,-11.234,0.05,172.02,1,7,0.1,4,38,5723277,Sad
Namo Bhootha Naadha,Ghanatasala|S. Varalakshmi,/artist/ghanatasala|/artist/s-varalakshmi-1,03:38,Telugu,2022-10-12,0.06,0.431,0.556,0.044,-10.77,0.03,152.358,1,0,0.067,4,42,3245605,Sad
Neerainaanu Nippainaanu,S. Janaki,/artist/s-janaki,05:42,Telugu,2022-10-11,0.9,0.841,0.35,0.713,-7.688,0.03,139.811,1,1,0.0502,4,76,2880416,Sad
Laalenuchu,P. Susheela|Chorus,/artist/p-suseela-2|/artist/chorus,04:37,Telugu,2022-10-11,0.05,0.241,0.317,0.572,-2.204,0.058,174.0,1,8,0.09,4,51,9701061,Sad
Ee Nadu Ammayi,Ghanatasala|P Suhseela,/artist/ghanatasala|/artist/p-suhseela,03:40,Telugu,2022-10-11,0.6,0.49,0.017,0.084,-7.001,0.05,174.018,0,1,0.048,4,91,10288046,Sad
Amma Vinave,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,04:00,Telugu,2022-10-11,0.78,0.85,0.394,0.832,-4.098,0.08,174.001,0,8,0.014,4,88,2925328,Sad
Films Story With Songs And Dialogues - Vetagadu Part - 1,N. T. Rama Rao|Sridevi|Jayamalini,/artist/n-t-rama-rao-1|/artist/sridevi|/artist/jayamalini,21:19,Telugu,2022-10-09,0.8,0.072,0.159,0.332,-12.111,0.05,150.014,1,2,0.0,4,74,7739163,Sad
Kurusindhi Vaana,P. Susheela|S. P. Balasubrahmanyam,/artist/p-suseela-2|/artist/s-p-balasubrahamanyam,03:27,Telugu,2022-10-09,0.46,0.58,0.173,0.502,-3.717,0.079,145.937,1,11,0.0098,4,89,11007957,Sad
Hai Jamaku Jamu,S. Janaki,/artist/s-janaki,04:30,Telugu,2022-10-08,0.52,0.21,0.602,0.315,-12.451,0.08,150.026,0,4,0.061,4,48,9284056,Happy
Srikrishna Kuchela,Ghanatasala|Akkineni Nageswara Rao,/artist/ghanatasala|/artist/akkineni-nageswara-rao,06:34,Telugu,2022-10-07,0.74,0.026,0.749,0.205,-9.217,0.08,173.992,0,4,0.0734,4,37,1955046,Happy
Vidhivipareetam,Ghanatasala|P Leela,/artist/ghanatasala|/artist/p-leela,05:39,Telugu,2022-10-06,0.8,0.55,0.423,0.251,-3.505,0.085,139.987,1,1,0.0722,4,54,1331858,Sad
Maikamlounnanu,Ghanatasala,/artist/ghanatasala,03:14,Telugu,2022-10-05,0.3,0.317,0.082,0.028,-12.326,0.0018,139.983,1,0,0.049,4,50,8696240,Sad
Ontiga Samayam,S. Janaki|P.B. Sreenivas,/artist/s-janaki|/artist/pb-sreenivas,03:28,Telugu,2022-10-04,0.75,0.09,0.885,0.873,-7.328,0.0793,144.932,1,1,0.0182,4,44,4972742,Happy
Ee Santaloo,P. Susheela|Chorus,/artist/p-suseela-2|/artist/chorus,04:49,Telugu,2022-10-03,0.28,0.342,0.134,0.669,-5.07,0.003,174.02,1,6,0.02,4,96,5755827,Sad
Genaats Pata,S. P. Balasubrahmanyam|S.P.Charan,/artist/s-p-balasubrahamanyam|/artist/spcharan,04:09,Telugu,2022-10-03,0.9,0.442,0.819,0.984,-6.748,0.08,173.772,0,10,0.033,4,44,1764082,Happy
Kaluvaku Chandrudu,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,03:21,Telugu,2022-10-03,0.7,0.67,0.213,0.483,-5.264,0.0328,149.835,1,1,0.09,4,91,1544939,Sad
Neekosame Mevandanam,Ramana|S. P. Balasubrahmanyam,/artist/ramana|/artist/s-p-balasubrahamanyam,04:44,Telugu,2022-10-03,0.01,0.451,0.762,0.219,-6.042,0.08,149.9,1,1,0.04,4,72,7619983,Happy
Priyathama,S. P. Balasubrahmanyam|K. S. Chithra,/artist/s-p-balasubrahamanyam|/artist/chitra,05:50,Telugu,2022-10-02,0.59,0.63,0.811,0.53,-4.509,0.063,135.011,1,1,0.052,4,54,10056188,Happy
Emani Piluvanuraa,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,03:48,Telugu,2022-10-02,0.83,0.369,0.024,0.133,-6.255,0.05,150.041,1,9,0.0238,4,29,8487476,Sad
Jaya Mangala Gowri,P. Susheela And Chorus,/artist/p-susheela-and-chorus-1,02:03,Telugu,2022-10-01,0.65,0.12,0.071,0.54,-5.98,0.039,174.046,0,4,0.05,4,63,7975684,Sad
Gopala Baala Ninne,Mohammed Rafi|P. Susheela,/artist/mohammad-rafi|/artist/p-suseela-2,04:31,Telugu,2022-10-01,0.45,0.968,0.337,0.976,-10.411,0.01,145.037,1,9,0.04,4,51,7312431,Sad
Sarasalu Ulikimpa,P. Susheela,/artist/p-suseela-2,02:54,Telugu,2022-09-12,0.13,0.423,0.755,0.175,-6.893,0.052,150.095,1,2,0.011,4,30,6159831,Sad
Ennalla Kennallaku,Ghanatasala|Jamuna Rani,/artist/ghanatasala|/artist/jamuna-rani,03:28,Telugu,2022-09-10,0.99,0.079,0.733,0.601,-12.967,0.0403,173.966,0,10,0.0837,4,25,10718000,Happy
Kallu Chudu Na Vallu Chudu,S. Janaki,/artist/s-janaki,04:48,Telugu,2022-09-10,0.07,0.04,0.731,0.74,-12.587,0.0701,149.936,0,9,0.03,4,83,9738285,Happy
Cowinda Sagara Geetham,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,04:13,Telugu,2022-09-08,0.3,0.86,0.159,0.973,-13.034,0.003,149.978,1,1,0.038,4,67,9389177,Sad
Satileni Premalokam,Not Applicable,/artist/not-applicable,04:42,Telugu,2022-09-07,0.94,0.71,0.76,0.964,-13.598,0.073,173.984,0,1,0.09,4,69,10106969,Happy
Nagonthu Sruthilona,S. P. Balasubrahmanyam|K. S. Chithra,/artist/s-p-balasubrahamanyam|/artist/chitra,04:12,Telugu,2022-09-07,0.56,0.46,0.175,0.454,-13.939,0.08,145.015,1,0,0.02,4,97,2075682,Sad
Yetilona Yelleti,Mano|S. P. Sailaja,/artist/mano|/artist/s-p-sailaja-2,01:28,Telugu,2022-09-06,0.41,0.83,0.709,0.529,-6.287,0.01,144.998,1,1,0.003,4,79,5181035,Happy
Pogaru Bothu Potla,Ghanatasala,/artist/ghanatasala,03:03,Telugu,2022-09-06,0.37,0.79,0.526,0.265,-12.798,0.063,139.843,0,1,0.097,4,61,8181999,Sad
Raaguru Raaguru,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,04:10,Telugu,2022-09-05,0.09,0.01,0.546,0.706,-9.485,0.068,150.03,1,9,0.01,4,81,4756632,Sad
Bhaava Baavapanneru,P Suhseela,/artist/p-suhseela,02:58,Telugu,2022-09-05,0.72,0.61,0.885,0.362,-11.717,0.0896,150.025,0,9,0.01,4,45,8038604,Sad
Giripai Nelakonna,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,43:47:00,Telugu,2022-09-04,0.6,0.302,0.902,0.071,-8.959,0.07,150.11,1,1,0.02,4,81,9828624,Happy
Mooyin China Oka Veeruni,S.P.Charan,/artist/spcharan,06:35,Telugu,2022-09-03,0.92,0.567,0.621,0.386,-3.771,0.0864,175.958,1,1,0.0423,4,75,1412785,Happy
Elaa Vunnadhi,Pithapuram Nageswara Rao|Swarnalatha,/artist/pithapuram-nageswara-rao|/artist/swarnalatha,03:43,Telugu,2022-09-03,0.14,0.99,0.835,0.257,-9.109,0.01,149.642,1,2,0.01,4,36,5600135,Sad
Prema Yaatralaku,E. Gayathri,/artist/e-gayathri-1,03:15,Telugu,2022-09-02,0.42,0.253,0.508,0.968,-7.324,0.066,139.831,1,4,0.0503,4,34,5590712,Sad
Avura Veeradhi,Ghanatasala|P.B. Sreenivas,/artist/ghanatasala|/artist/pb-sreenivas,05:09,Telugu,2022-09-01,0.92,0.2,0.349,0.098,-7.881,0.03,150.12,1,1,0.077,4,78,9660120,Sad
Film - Dialogues,Balaiah|Gummadi|Savitri|N. T. Rama Rao,/artist/balaiah|/artist/gummadi|/artist/savitri|/artist/n-t-rama-rao-1,08:19,Telugu,2022-09-01,0.09,0.96,0.637,0.865,-7.642,0.05,140.062,0,6,0.07,4,65,8192916,Sad
Aadavaalla Kopamlo,Ghanatasala|P. Susheela,/artist/ghanatasala|/artist/p-suseela-2,03:24,Telugu,2022-08-12,0.5,0.19,0.85,0.466,-11.475,0.0522,144.864,0,10,0.006,4,49,10374979,Happy
Kaniyen Rukmini,Ghanatasala,/artist/ghanatasala,01:24,Telugu,2022-08-11,0.88,0.272,0.664,0.49,-3.136,0.09,173.957,0,5,0.09,4,50,10087079,Energetic
Anchelanchaluleni,B. Gopalam|Swarnalatha,/artist/b-gopalam-1|/artist/swarnalatha,03:03,Telugu,2022-08-11,0.18,0.16,0.811,0.259,-7.022,0.074,145.146,1,8,0.0136,4,55,5585900,Energetic
Oho Ho Rythannaa,Ghanatasala|L.R. Eswari,/artist/ghanatasala|/artist/lr-eswari-2,04:33,Telugu,2022-08-10,0.45,0.498,0.301,0.193,-7.475,0.0926,139.877,1,0,0.0929,4,95,592554,Sad
Alli Billi Ammaayi,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,03:03,Telugu,2022-08-10,0.75,0.305,0.543,0.243,-5.018,0.06,174.995,1,1,0.0862,4,68,10503179,Sad
Kashthu,S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,04:22,Telugu,2022-08-10,0.71,0.12,0.231,0.974,-8.675,0.02,145.054,1,9,0.0459,4,69,2683762,Sad
Premaledani,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:33,Telugu,2022-08-09,0.62,0.764,0.356,0.185,-6.401,0.025,138.022,1,2,0.038,4,85,8818881,Sad
Bhaja Govindam,Chittoor V. Nagaiah,/artist/chittoor-v-nagaiah-109,01:28,Telugu,2022-08-05,0.81,0.1,0.574,0.396,-2.188,0.08,149.982,1,2,0.0632,4,43,3415696,Happy
Jagadabhi Rama,Ghanatasala,/artist/ghanatasala,03:38,Telugu,2022-08-04,0.8,0.628,0.248,0.395,-4.106,0.087,139.961,0,9,0.0563,4,41,8582617,Sad
Bombat Bombat,S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,04:45,Telugu,2022-08-04,0.98,0.018,0.916,0.227,-13.679,0.07,149.943,1,0,0.0278,4,70,681939,Happy
Jivvumani Kondagali,Mano|S. Janaki,/artist/mano|/artist/s-janaki,04:35,Telugu,2022-08-03,0.49,0.835,0.487,0.154,-8.239,0.0314,140.009,0,11,0.0136,4,38,887361,Sad
Chitikalo Chilakalaa,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,05:45,Telugu,2022-08-03,0.54,0.63,0.491,0.997,-3.358,0.02,173.994,0,11,0.095,4,71,8855377,Sad
Sivudano Madhavudano,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,01:04,Telugu,2022-08-02,0.67,0.15,0.789,0.578,-5.439,0.065,150.028,0,6,0.1,4,36,11090234,Happy
Anuraaga Maala,Ghanatasala|P. Susheela,/artist/ghanatasala|/artist/p-suseela-2,04:28,Telugu,2022-08-01,0.65,0.588,0.29,0.133,-3.283,0.038,173.984,1,9,0.0576,4,54,10759124,Sad
Chilakamma Seemata,Vani Jairam|Bhanumathi Ramakrishna,/artist/vani-jayaram|/artist/bhanumathi-ramakrishna,03:50,Telugu,2022-08-01,0.68,0.1,0.343,0.194,-5.842,0.063,175.972,0,9,0.08,4,40,4666394,Sad
